1,570,3.3,4,3.3,1,1,3,170000,3,6
2,570,3.5,6,3.5,1,1,1,0,3,5
3,580,2.8,9,3.4,1,1,3,160000,3,2
4,580,3,15,3.2,0,1,2,0,3,5
5,580,3.5,6,3.6,0,0,2,0,3,7
6,580,3.1,4,3,1,1,1,115000,3,5
7,590,2.8,4,3.2,1,1,3,75000,3,5
8,590,3.4,4,3.2,1,1,3,110000,3,5
9,590,3.2,5,3.2,1,1,3,120000,3,7
10,590,3.5,10,3,1,1,2,195000,3,7
11,590,2.8,5,3,0,1,1,110000,3,5
12,590,2.7,3,3.1,1,1,0,65000,3,5
13,590,3.4,5,3.4,0,0,0,0,3,4
14,600,2.8,4,3,1,1,3,95000,3,10
15,600,3.1,5,3.2,1,1,2,0,3,7
16,600,3.4,2,3.4,0,0,1,0,3,5
17,600,3.3,5,3.4,0,0,1,0,3,5
18,600,3.7,2,3.5,0,1,1,60000,3,2
19,600,3.2,2,3.3,0,0,0,0,3,5
20,600,3.3,6,3.6,0,1,0,70000,3,7
21,610,4,4,3.4,1,1,3,180000,3,7
22,610,3.7,6,3.5,1,1,3,100000,3,12
23,610,3.7,7,3.2,0,0,2,0,3,11
24,610,3.4,3,3.3,1,1,2,105000,3,2
25,610,3.1,4,3.4,1,1,2,0,3,13
26,610,2.9,7,3.4,1,1,2,90000,3,5
27,610,3,5,3.5,1,1,2,135000,3,5
28,610,3.5,7,3.5,0,1,2,0,3,5
29,610,3.2,5,3.1,1,1,1,150000,3,7
30,610,3.1,3,3.3,1,1,1,85000,3,5
31,610,3.6,2,3.3,0,0,1,0,3,2
32,610,2.9,7,3.3,0,0,1,0,3,5
33,610,3.6,4,3.5,1,1,1,120000,3,1
34,610,3.8,2,3.6,1,1,1,80000,3,13
35,610,3.4,8,3.3,1,1,0,160000,3,5
36,610,3.7,7,3.5,1,1,0,190000,3,4
37,610,3.3,5,3.3,0,0,0,0,3,5
38,610,3.2,6,3.5,1,1,0,130000,3,2
39,620,3.2,4,3.3,1,1,3,0,3,5
40,620,3.9,11,3.3,0,0,3,0,3,7
41,620,2.7,5,3.3,1,1,3,110000,3,5
42,620,3.2,4,3.3,1,1,3,0,3,5
43,620,3.1,8,3.5,1,1,3,0,3,5
44,620,3.1,7,3.5,0,0,3,0,3,5
45,620,3,2,3.6,0,0,3,0,3,5
46,620,3.7,7,3,0,0,2,0,3,2
47,620,2.9,5,3.2,1,1,2,115000,3,4
48,620,3,5,3.3,0,0,2,0,3,13
49,620,3.5,9,3.3,1,1,2,80000,3,5
50,620,3.4,7,3.4,0,0,2,0,3,2
51,620,3.5,1,3.5,1,1,2,135000,3,6
52,620,3.7,5,3.6,0,0,2,0,3,5
53,620,3.2,3,3.6,1,1,2,0,3,7
54,620,2.7,3,3.2,0,1,1,0,3,7
55,620,3.1,3,3.5,0,0,1,0,3,5
56,620,3,8,3.6,1,1,1,0,3,2
57,620,3.3,4,3.6,1,1,1,0,3,5
58,620,2.5,6,3.6,1,1,1,160000,3,3
59,620,3.3,7,3.7,0,0,1,0,3,5
60,620,3.1,3,3.2,1,1,0,110000,3,5
61,620,3.7,4,3.4,1,1,0,0,3,5
62,620,3.2,5,3.4,0,0,0,0,3,6
63,620,2.7,2,3.3,1,1,1,0,3,7
64,620,3,1,3.3,1,1,1,0,3,5
65,620,3.5,6,3.5,1,1,1,0,3,5
66,620,2.7,5,3.5,0,1,2,0,3,4
67,620,3.2,5,3.2,0,0,3,0,3,2
68,620,3.2,3,3.6,1,1,3,0,3,4
69,630,3,0,3.5,1,1,3,95000,3,5
70,630,3.7,4,3.6,1,1,3,115000,3,7
71,630,3.1,3,3,0,0,2,0,3,13
72,630,3.1,1,3.2,0,0,2,0,3,9
73,630,3.1,5,3.3,1,1,2,0,3,4
74,630,2.8,5,3.3,1,1,2,85000,3,5
75,630,3.3,0,3.5,1,1,2,125000,3,2
76,630,3.5,4,3.6,1,1,2,65000,3,9
77,630,3.1,2,3.5,1,1,1,165000,3,2
78,630,2.9,5,3.6,1,1,1,130000,3,5
79,630,3.8,3,3.6,1,1,0,65000,3,7
80,630,3.3,4,3.4,0,1,0,95000,3,5
81,630,3.2,3,3.3,1,1,0,105000,3,2
82,630,3.6,6,3.6,1,1,0,85000,3,2
83,630,3.4,6,3.4,0,1,0,0,3,5
84,630,3.1,4,3.2,1,1,1,70000,3,5
85,630,2.5,5,3.6,1,1,3,80000,3,5
86,640,3.7,4,3.3,0,1,3,0,3,5
87,640,2.9,4,3.3,1,1,3,110000,3,5
88,640,3.6,2,3.4,1,1,3,55000,3,2
89,640,2.9,3,3.6,0,1,3,105000,3,5
90,640,3.7,4,3.6,1,1,3,155000,3,4
91,640,3.3,5,3.1,0,0,2,0,3,5
92,640,3.7,5,3.2,0,0,2,0,3,2
93,640,3.5,2,3.2,0,0,2,0,3,4
94,640,3.1,2,3.3,0,0,2,0,3,2
95,640,2.6,4,3.3,1,1,2,55000,3,7
96,640,3.3,9,3.4,0,0,2,0,3,5
97,640,3.1,3,3.4,0,0,2,0,3,5
98,640,2.8,2,3.4,1,1,2,130000,3,5
99,640,3.4,10,3.4,0,1,2,85000,3,2
100,640,2.6,10,3.5,0,0,2,0,3,5
101,640,3.4,3,3.5,1,1,2,0,3,4
102,640,3.4,8,3.6,1,1,2,105000,3,13
103,640,2.9,5,3.6,1,1,2,140000,3,2
104,640,3.4,2,3.6,1,1,2,115000,3,7
105,640,3.4,4,3.7,1,1,2,135000,3,7
106,640,3,6,3,0,1,1,0,3,5
107,640,3.3,6,3.2,1,1,1,0,3,4
108,640,3.1,4,3.3,1,1,1,125000,3,2
109,640,3.1,4,3.3,0,0,1,0,3,5
110,640,3.2,5,3.4,0,0,1,0,3,5
111,640,3.3,2,3.6,1,1,1,0,3,2
